record_id,customer_id,timestamp,date,time,hour,day_of_week,month,season,is_weekend,is_holiday,customer_type,income_level,age_group,family_size,region,climate_zone,urban_setting,energy_source,meter_type,grid_reliability,building_type,building_size_sqft,construction_year,energy_certification,energy_usage_kwh,peak_hours_usage,off_peak_hours_usage,usage_per_person,usage_per_sqft,lifestyle_type,work_pattern,activity_pattern,efficiency_score,usage_pattern,anomaly_score,appliance_count,appliances,carbon_footprint_kg,cost_estimate_usd,savings_potential_percent,usage_description,efficiency_insights,recommendations
532,CUST0532,2024-09-15T18:50:00,2024-09-15,18:50:00,18,Sunday,9,Fall,1,0,Large_Business,High,65+,5,Southeast,Subtropical,Rural,Battery_Backup,Digital_Meter,Poor,Office,3409,1990,None,170.16,110.87,35.58,34.03,0.0499,Eco_Conscious,Office,Night_Owl,73.4,Extreme_High,0.248,13,"Computer,Dishwasher,TV,Heater,Washing_Machine,Dryer,Gaming_Console,Water_Heater,Refrigerator,Air_Conditioner,Oven,Microwave",156.55,20.01,16.2,Usage pattern indicates eco_conscious behavior with 34.0 kWh per person.,Good efficiency at 73.364 with room for improvement. Building constructed in 1990 with 12 appliances.,Optimize HVAC system settings
533,CUST0533,2024-04-23T21:11:00,2024-04-23,21:11:00,21,Tuesday,4,Spring,0,0,Residential,Very_High,36-45,4,Midwest,Continental,Suburban,Battery_Backup,Smart_Meter,Fair,Apartment,1230,1980,None,36.1,23.96,8.86,9.02,0.0293,High_Consumption,Unemployed,Irregular,95.8,High_Usage,0.083,18,"Computer,Dryer,Air_Conditioner,Gaming_Console,Heater,Microwave,Washing_Machine,TV,Dishwasher,Oven,Water_Heater,Refrigerator",33.21,5.27,21.0,Energy consumption of 36.1 kWh for apartment with 4 occupants.,Excellent efficiency rating of 95.82513631761684 with None certification. Building constructed in 1980 with 12 appliances.,Optimize HVAC system settings; Implement energy conservation practices
534,CUST0534,2024-07-26T04:34:00,2024-07-26,04:34:00,4,Friday,7,Summer,0,0,Residential,High,36-45,1,Southwest,Continental,Suburban,Grid,Digital_Meter,Fair,Condo,1230,1995,LEED_Silver,5.53,3.44,1.65,5.53,0.0045,Eco_Conscious,Hybrid,Night_Owl,82.4,Moderate_Usage,0.438,5,"Air_Conditioner,Refrigerator,Gaming_Console,Microwave,Water_Heater",5.09,0.75,19.6,A 1-person household in a condo showing 5.5 kWh usage.,Excellent efficiency rating of 82.36727619135274 with LEED_Silver certification. Building constructed in 1995 with 5 appliances.,Maintain current efficient practices
535,CUST0535,2024-04-29T03:05:00,2024-04-29,03:05:00,3,Monday,4,Spring,0,0,Residential,Very_High,56-65,7,Northeast,Polar,Rural,Grid,Smart_Meter,Fair,Townhouse,3049,2005,Energy_Star,160.15,124.02,33.94,22.88,0.0525,Average,Hybrid,Early_Bird,91.8,Extreme_High,0.062,16,"Dryer,Microwave,Oven,Dishwasher,Washing_Machine,Refrigerator,TV,Gaming_Console,Air_Conditioner,Water_Heater,Computer,Heater",147.34,17.28,13.4,A 7-person household in a townhouse showing 160.2 kWh usage.,Excellent efficiency rating of 91.78857142857143 with Energy_Star certification. Building constructed in 2005 with 12 appliances.,Optimize HVAC system settings; Consider solar panel installation
536,CUST0536,2024-02-10T10:07:00,2024-02-10,10:07:00,10,Saturday,2,Winter,1,0,Large_Business,Medium,65+,3,Midwest,Polar,Suburban,Hybrid,Analog_Meter,Fair,Single_Family,1922,1985,LEED_Silver,104.08,75.85,39.83,34.69,0.0542,Eco_Conscious,Remote,Irregular,83.7,Extreme_High,1.0,9,"Computer,Air_Conditioner,Gaming_Console,Refrigerator,Microwave,Water_Heater,TV,Oven,Washing_Machine",95.75,13.88,21.6,A 3-person household in a single_family showing 104.1 kWh usage.,Excellent efficiency rating of 83.68666666666667 with LEED_Silver certification. Building constructed in 1985 with 9 appliances.,Optimize HVAC system settings; Consider solar panel installation
537,CUST0537,2024-01-05T12:18:00,2024-01-05,12:18:00,12,Friday,1,Winter,0,0,Small_Business,High,65+,1,Southeast,Polar,Urban,Grid,Digital_Meter,Fair,Apartment,969,1950,LEED_Gold,6.81,5.02,1.83,6.81,0.007,Tech_Heavy,Office,Early_Bird,85.8,Moderate_Usage,0.122,14,"Heater,Air_Conditioner,Dishwasher,Dryer,Microwave,Oven,TV,Water_Heater,Washing_Machine,Computer,Refrigerator,Gaming_Console",6.26,0.7,12.8,A 1-person household in a apartment showing 6.8 kWh usage.,Excellent efficiency rating of 85.8125608100719 with LEED_Gold certification. Building constructed in 1950 with 12 appliances.,Maintain current efficient practices
538,CUST0538,2024-01-31T13:31:00,2024-01-31,13:31:00,13,Wednesday,1,Winter,0,0,Residential,Low,46-55,7,West_Coast,Tropical,Urban,Battery_Backup,Digital_Meter,Poor,Condo,2948,1970,LEED_Platinum,97.86,59.12,27.26,13.98,0.0332,Average,Shift_Work,Regular,97.6,Extreme_High,0.407,9,"Water_Heater,Dryer,Heater,Oven,Gaming_Console,Computer,Microwave,Washing_Machine,Dishwasher",90.03,12.03,20.2,Average lifestyle with 14.0 kWh per person during afternoon.,Excellent efficiency rating of 97.59743897499051 with LEED_Platinum certification. Building constructed in 1970 with 9 appliances.,Maintain current efficient practices
539,CUST0539,2024-06-20T10:00:00,2024-06-20,10:00:00,10,Thursday,6,Summer,0,0,Small_Business,Medium,65+,6,Northeast,Tropical,Suburban,Solar,Digital_Meter,Fair,Townhouse,2594,1960,Energy_Star,83.34,53.69,22.19,13.89,0.0321,Eco_Conscious,Unemployed,Regular,98.5,Extreme_High,0.331,6,"Heater,Washing_Machine,Air_Conditioner,Water_Heater,Dryer,TV",76.67,8.73,5.3,A 6-person household in a townhouse showing 83.3 kWh usage.,Excellent efficiency rating of 98.46320207936463 with Energy_Star certification. Building constructed in 1960 with 6 appliances.,Optimize HVAC system settings; Consider solar panel installation
540,CUST0540,2024-10-19T01:41:00,2024-10-19,01:41:00,1,Saturday,10,Fall,1,0,Industrial,Low,36-45,4,Northeast,Polar,Rural,Hybrid,Analog_Meter,Fair,Apartment,1259,1950,LEED_Gold,23.88,17.93,9.53,5.97,0.019,Eco_Conscious,Shift_Work,Night_Owl,100,Moderate_Usage,0.407,5,"Oven,Heater,Microwave,Computer,Air_Conditioner",21.97,3.05,24.6,Usage pattern indicates eco_conscious behavior with 6.0 kWh per person.,Excellent efficiency rating of 100 with LEED_Gold certification. Building constructed in 1950 with 5 appliances.,Optimize HVAC system settings
541,CUST0541,2024-06-14T18:55:00,2024-06-14,18:55:00,18,Friday,6,Summer,0,0,Small_Business,Low,26-35,7,Midwest,Subtropical,Suburban,Grid,Smart_Meter,Good,Condo,2554,2000,LEED_Gold,254.62,158.6,91.72,36.37,0.0997,Average,Shift_Work,Regular,94.7,Extreme_High,0.78,10,"Dishwasher,Oven,Computer,Air_Conditioner,Refrigerator,Microwave,Heater,Water_Heater,Gaming_Console,TV",234.25,36.18,9.5,A 7-person household in a condo showing 254.6 kWh usage.,Excellent efficiency rating of 94.70285714285714 with LEED_Gold certification. Building constructed in 2000 with 10 appliances.,Optimize HVAC system settings
542,CUST0542,2024-04-02T06:27:00,2024-04-02,06:27:00,6,Tuesday,4,Spring,0,0,Small_Business,Low,65+,3,Northeast,Temperate,Rural,Grid,Analog_Meter,Poor,Warehouse,1839,1950,LEED_Silver,15.63,11.11,3.26,5.21,0.0085,Minimalist,Remote,Irregular,90.5,Moderate_Usage,0.646,16,"Microwave,Gaming_Console,Heater,Dishwasher,Water_Heater,Oven,Computer,Dryer,TV,Refrigerator,Washing_Machine,Air_Conditioner",14.38,1.6,24.8,Energy consumption of 15.6 kWh for warehouse with 3 occupants.,Excellent efficiency rating of 90.53158255356402 with LEED_Silver certification. Building constructed in 1950 with 12 appliances.,Maintain current efficient practices
543,CUST0543,2024-05-01T15:34:00,2024-05-01,15:34:00,15,Wednesday,5,Spring,0,0,Small_Business,Low,56-65,7,West_Coast,Subtropical,Rural,Battery_Backup,Digital_Meter,Good,Office,4059,1970,LEED_Silver,90.56,66.34,20.93,12.94,0.0223,Minimalist,Unemployed,Night_Owl,88.5,Extreme_High,0.602,20,"Washing_Machine,Refrigerator,Heater,Water_Heater,Dryer,Oven,Gaming_Console,TV,Dishwasher,Microwave,Air_Conditioner,Computer",83.32,10.2,10.5,Usage pattern indicates minimalist behavior with 12.9 kWh per person.,Excellent efficiency rating of 88.46513346367622 with LEED_Silver certification. Building constructed in 1970 with 12 appliances.,Optimize HVAC system settings
544,CUST0544,2024-05-22T20:13:00,2024-05-22,20:13:00,20,Wednesday,5,Spring,0,0,Small_Business,Low,18-25,7,Midwest,Polar,Rural,Solar,Analog_Meter,Excellent,Warehouse,2615,1960,LEED_Platinum,73.14,49.34,17.47,10.45,0.028,Average,Remote,Regular,100,Extreme_High,0.501,9,"Dryer,Washing_Machine,Heater,Computer,Gaming_Console,Air_Conditioner,Dishwasher,Refrigerator,Microwave",67.29,10.6,20.2,A 7-person household in a warehouse showing 73.1 kWh usage.,Excellent efficiency rating of 100 with LEED_Platinum certification. Building constructed in 1960 with 9 appliances.,Optimize HVAC system settings
545,CUST0545,2024-08-01T10:56:00,2024-08-01,10:56:00,10,Thursday,8,Summer,0,0,Residential,Very_High,36-45,7,Southeast,Tropical,Rural,Grid,Digital_Meter,Good,Condo,2732,1985,Energy_Star,172.82,137.5,37.12,24.69,0.0633,Tech_Heavy,Remote,Night_Owl,85.7,Extreme_High,0.13,7,"Heater,Refrigerator,Washing_Machine,Dishwasher,TV,Microwave,Computer",158.99,19.86,22.3,A 7-person household in a condo showing 172.8 kWh usage.,Excellent efficiency rating of 85.69428571428571 with Energy_Star certification. Building constructed in 1985 with 7 appliances.,Maintain current efficient practices
546,CUST0546,2024-03-22T18:47:00,2024-03-22,18:47:00,18,Friday,3,Spring,0,0,Small_Business,Low,18-25,5,Southeast,Polar,Suburban,Grid,Analog_Meter,Poor,Condo,2340,1960,LEED_Gold,79.01,62.73,22.02,15.8,0.0338,Average,Remote,Irregular,87.8,Extreme_High,0.156,6,"Microwave,TV,Gaming_Console,Water_Heater,Heater,Computer",72.69,11.67,22.5,A 5-person household in a condo showing 79.0 kWh usage.,Excellent efficiency rating of 87.83738226407328 with LEED_Gold certification. Building constructed in 1960 with 6 appliances.,Maintain current efficient practices
547,CUST0547,2024-07-15T07:44:00,2024-07-15,07:44:00,7,Monday,7,Summer,0,0,Industrial,Medium,18-25,7,Midwest,Temperate,Urban,Wind,Analog_Meter,Fair,Townhouse,2925,1970,LEED_Platinum,173.37,110.6,64.02,24.77,0.0593,Eco_Conscious,Hybrid,Regular,96.6,Extreme_High,0.058,11,"Water_Heater,Dryer,Air_Conditioner,TV,Microwave,Refrigerator,Washing_Machine,Oven,Heater,Gaming_Console,Dishwasher",159.5,20.68,13.7,A 7-person household in a townhouse showing 173.4 kWh usage.,Excellent efficiency rating of 96.64285714285714 with LEED_Platinum certification. Building constructed in 1970 with 11 appliances.,Optimize HVAC system settings; Consider solar panel installation
548,CUST0548,2024-02-15T09:09:00,2024-02-15,09:09:00,9,Thursday,2,Winter,0,0,Large_Business,Medium,46-55,3,Midwest,Polar,Rural,Wind,Digital_Meter,Good,Single_Family,2162,2000,None,201.44,147.37,63.29,67.15,0.0932,Minimalist,Unemployed,Irregular,78.6,Extreme_High,1.0,8,"Water_Heater,Air_Conditioner,TV,Washing_Machine,Dryer,Microwave,Gaming_Console,Refrigerator",185.33,23.97,9.4,Energy consumption of 201.4 kWh for single_family with 3 occupants.,Good efficiency at 78.58666666666667 with room for improvement. Building constructed in 2000 with 8 appliances.,Optimize HVAC system settings; Consider solar panel installation
549,CUST0549,2024-05-02T04:46:00,2024-05-02,04:46:00,4,Thursday,5,Spring,0,0,Large_Business,Very_High,26-35,6,Northeast,Temperate,Rural,Solar,Smart_Meter,Good,Townhouse,2853,1965,LEED_Platinum,24.82,17.8,9.41,4.14,0.0087,Minimalist,Office,Irregular,100,Moderate_Usage,0.819,16,"Water_Heater,Oven,Microwave,Computer,TV,Air_Conditioner,Heater,Washing_Machine,Dryer,Dishwasher,Gaming_Console,Refrigerator",22.83,3.47,10.4,Energy consumption of 24.8 kWh for townhouse with 6 occupants.,Excellent efficiency rating of 100 with LEED_Platinum certification. Building constructed in 1965 with 12 appliances.,Optimize HVAC system settings; Consider solar panel installation
550,CUST0550,2024-04-12T11:15:00,2024-04-12,11:15:00,11,Friday,4,Spring,0,0,Industrial,High,56-65,8,Midwest,Continental,Suburban,Battery_Backup,Analog_Meter,Poor,Single_Family,3043,1980,LEED_Gold,145.3,110.86,34.45,18.16,0.0477,Average,Office,Regular,92.2,Extreme_High,0.254,5,"Air_Conditioner,Microwave,Water_Heater,Oven,Dishwasher",133.68,17.43,7.9,Energy consumption of 145.3 kWh for single_family with 8 occupants.,Excellent efficiency rating of 92.22959929938199 with LEED_Gold certification. Building constructed in 1980 with 5 appliances.,Optimize HVAC system settings; Consider solar panel installation
551,CUST0551,2024-10-21T12:25:00,2024-10-21,12:25:00,12,Monday,10,Fall,0,0,Large_Business,Very_High,26-35,2,Southeast,Tropical,Suburban,Wind,Smart_Meter,Good,Townhouse,1760,2010,None,33.98,21.84,12.3,16.99,0.0193,Eco_Conscious,Remote,Regular,84.4,Extreme_High,0.207,13,"Heater,Gaming_Console,Air_Conditioner,Dryer,Water_Heater,TV,Dishwasher,Computer,Refrigerator,Microwave,Washing_Machine,Oven",31.26,4.17,13.3,Usage pattern indicates eco_conscious behavior with 17.0 kWh per person.,Excellent efficiency rating of 84.40918119456697 with None certification. Building constructed in 2010 with 12 appliances.,Optimize HVAC system settings; Consider solar panel installation
552,CUST0552,2024-04-25T03:58:00,2024-04-25,03:58:00,3,Thursday,4,Spring,0,0,Residential,Low,56-65,2,Southwest,Polar,Suburban,Solar,Smart_Meter,Excellent,Single_Family,1928,1975,None,15.53,11.31,3.61,7.76,0.0081,Tech_Heavy,Office,Regular,90.5,High_Usage,0.497,16,"Heater,Oven,Washing_Machine,TV,Computer,Air_Conditioner,Gaming_Console,Dryer,Refrigerator,Water_Heater,Dishwasher,Microwave",14.29,2.06,21.3,A 2-person household in a single_family showing 15.5 kWh usage.,Excellent efficiency rating of 90.45549559113483 with None certification. Building constructed in 1975 with 12 appliances.,Consider solar panel installation
553,CUST0553,2024-12-20T16:26:00,2024-12-20,16:26:00,16,Friday,12,Winter,0,0,Large_Business,Medium,26-35,8,Southwest,Continental,Urban,Battery_Backup,Digital_Meter,Poor,Warehouse,2896,1975,Energy_Star,165.01,129.61,45.13,20.63,0.057,Minimalist,Remote,Regular,88.3,Extreme_High,0.11,6,"Heater,Microwave,Washing_Machine,Computer,Dishwasher,Refrigerator",151.81,21.86,18.2,A 8-person household in a warehouse showing 165.0 kWh usage.,Excellent efficiency rating of 88.25999999999999 with Energy_Star certification. Building constructed in 1975 with 6 appliances.,Maintain current efficient practices
554,CUST0554,2024-01-19T00:58:00,2024-01-19,00:58:00,0,Friday,1,Winter,0,0,Small_Business,Very_High,65+,3,Southeast,Tropical,Suburban,Solar,Digital_Meter,Poor,Warehouse,1611,2015,LEED_Gold,39.89,24.9,10.99,13.3,0.0248,Tech_Heavy,Office,Night_Owl,100,Extreme_High,0.032,8,"Dryer,TV,Gaming_Console,Dishwasher,Computer,Air_Conditioner,Refrigerator,Heater",36.7,4.68,19.2,Usage pattern indicates tech_heavy behavior with 13.3 kWh per person.,Excellent efficiency rating of 100 with LEED_Gold certification. Building constructed in 2015 with 8 appliances.,Optimize HVAC system settings
555,CUST0555,2024-03-31T23:01:00,2024-03-31,23:01:00,23,Sunday,3,Spring,1,0,Small_Business,Very_High,26-35,6,Southeast,Temperate,Rural,Wind,Analog_Meter,Good,Apartment,1577,1960,LEED_Gold,27.65,18.93,6.01,4.61,0.0175,Eco_Conscious,Hybrid,Night_Owl,100,Moderate_Usage,0.635,10,"Refrigerator,Oven,Microwave,Computer,Dryer,TV,Washing_Machine,Dishwasher,Heater,Water_Heater",25.44,3.25,5.7,Usage pattern indicates eco_conscious behavior with 4.6 kWh per person.,Excellent efficiency rating of 100 with LEED_Gold certification. Building constructed in 1960 with 10 appliances.,Maintain current efficient practices
556,CUST0556,2024-02-16T01:35:00,2024-02-16,01:35:00,1,Friday,2,Winter,0,0,Industrial,Low,56-65,3,Southwest,Polar,Suburban,Grid,Analog_Meter,Good,Apartment,1100,1980,LEED_Platinum,23.42,16.29,6.2,7.81,0.0213,Minimalist,Hybrid,Irregular,100,High_Usage,0.113,12,"Gaming_Console,Heater,Water_Heater,Washing_Machine,Dishwasher,TV,Dryer,Microwave,Air_Conditioner,Oven,Computer,Refrigerator",21.54,3.22,7.6,Minimalist lifestyle with 7.8 kWh per person during night.,Excellent efficiency rating of 100 with LEED_Platinum certification. Building constructed in 1980 with 12 appliances.,Optimize HVAC system settings
557,CUST0557,2024-04-20T22:09:00,2024-04-20,22:09:00,22,Saturday,4,Spring,1,0,Small_Business,Medium,65+,1,Northeast,Polar,Suburban,Wind,Smart_Meter,Fair,Office,2178,2000,None,23.71,14.54,7.81,23.71,0.0109,Average,Hybrid,Regular,68.0,Extreme_High,0.361,17,"Washing_Machine,Air_Conditioner,Microwave,Dryer,Heater,Computer,Refrigerator,Gaming_Console,Dishwasher,Water_Heater,Oven,TV",21.81,3.0,10.4,Usage pattern indicates average behavior with 23.7 kWh per person.,Good efficiency at 68.0 with room for improvement. Building constructed in 2000 with 12 appliances.,Optimize HVAC system settings
558,CUST0558,2024-05-21T03:52:00,2024-05-21,03:52:00,3,Tuesday,5,Spring,0,0,Small_Business,Low,46-55,6,Southeast,Polar,Suburban,Grid,Analog_Meter,Fair,Apartment,1612,1950,LEED_Platinum,47.75,31.69,14.98,7.96,0.0296,Average,Shift_Work,Early_Bird,100,High_Usage,0.383,14,"Heater,TV,Dryer,Computer,Microwave,Air_Conditioner,Refrigerator,Washing_Machine,Oven,Dishwasher,Gaming_Console,Water_Heater",43.93,6.68,23.7,A 6-person household in a apartment showing 47.7 kWh usage.,Excellent efficiency rating of 100 with LEED_Platinum certification. Building constructed in 1950 with 12 appliances.,Optimize HVAC system settings
559,CUST0559,2024-07-07T02:27:00,2024-07-07,02:27:00,2,Sunday,7,Summer,1,0,Large_Business,Low,18-25,6,Midwest,Continental,Suburban,Grid,Analog_Meter,Excellent,Office,3903,2005,Energy_Star,563.6,408.35,186.22,93.93,0.1444,Tech_Heavy,Office,Irregular,82.5,Extreme_High,1.0,16,"Washing_Machine,Refrigerator,Computer,Heater,Water_Heater,Gaming_Console,Air_Conditioner,Dishwasher,Dryer,TV,Microwave,Oven",518.51,59.07,19.6,A 6-person household in a office showing 563.6 kWh usage.,Excellent efficiency rating of 82.49000000000001 with Energy_Star certification. Building constructed in 2005 with 12 appliances.,Optimize HVAC system settings
560,CUST0560,2024-03-17T09:04:00,2024-03-17,09:04:00,9,Sunday,3,Spring,1,0,Small_Business,Medium,65+,7,West_Coast,Continental,Suburban,Battery_Backup,Analog_Meter,Poor,Condo,2817,1950,None,100.47,73.31,28.54,14.35,0.0357,Minimalist,Hybrid,Irregular,80.6,Extreme_High,0.363,20,"Dryer,Dishwasher,Air_Conditioner,Washing_Machine,Gaming_Console,Water_Heater,Microwave,TV,Refrigerator,Heater,Computer,Oven",92.43,11.24,17.7,Minimalist lifestyle with 14.4 kWh per person during morning.,Excellent efficiency rating of 80.59922514230085 with None certification. Building constructed in 1950 with 12 appliances.,Optimize HVAC system settings
561,CUST0561,2024-11-19T21:36:00,2024-11-19,21:36:00,21,Tuesday,11,Fall,0,0,Large_Business,Medium,18-25,2,Southwest,Temperate,Suburban,Solar,Smart_Meter,Fair,Apartment,974,1965,LEED_Platinum,4.11,2.93,1.2,2.05,0.0042,Minimalist,Unemployed,Early_Bird,100,Low_Usage,0.737,5,"Microwave,Computer,TV,Oven,Gaming_Console",3.78,0.6,14.6,A 2-person household in a apartment showing 4.1 kWh usage.,Excellent efficiency rating of 100 with LEED_Platinum certification. Building constructed in 1965 with 5 appliances.,Maintain current efficient practices
562,CUST0562,2024-01-01T04:26:00,2024-01-01,04:26:00,4,Monday,1,Winter,0,1,Industrial,Very_High,36-45,5,West_Coast,Continental,Suburban,Hybrid,Digital_Meter,Poor,Office,3345,1985,LEED_Silver,284.68,190.91,96.74,56.94,0.0851,Average,Shift_Work,Regular,83.1,Extreme_High,1.0,6,"Oven,Microwave,Refrigerator,Air_Conditioner,TV,Dishwasher",261.91,35.16,5.8,Usage pattern indicates average behavior with 56.9 kWh per person.,Excellent efficiency rating of 83.12 with LEED_Silver certification. Building constructed in 1985 with 6 appliances.,Optimize HVAC system settings
563,CUST0563,2024-05-19T18:27:00,2024-05-19,18:27:00,18,Sunday,5,Spring,1,0,Small_Business,Very_High,46-55,2,Northeast,Polar,Rural,Wind,Smart_Meter,Poor,Apartment,925,1975,LEED_Gold,14.27,11.0,4.61,7.13,0.0154,Tech_Heavy,Shift_Work,Early_Bird,100,High_Usage,0.036,16,"Dishwasher,Washing_Machine,Gaming_Console,Heater,Computer,Dryer,Microwave,Water_Heater,TV,Oven,Refrigerator,Air_Conditioner",13.13,2.08,17.4,Energy consumption of 14.3 kWh for apartment with 2 occupants.,Excellent efficiency rating of 100 with LEED_Gold certification. Building constructed in 1975 with 12 appliances.,Maintain current efficient practices
